Time (s),X position (m),Y position (m),Z position (m),Rocket axis vector X,Rocket axis vector Y,Rocket axis vector Z,Velocity Vx  (m/s),Velocity Vy  (m/s),Velocity Vz  (m/s),angular velocity omegaX (rad/s),angular velocity omegaY (rad/s),angular velocity omegaZ (rad/s),Acceleration Ax (m/s2),Acceleration Ay (m/s2),Acceleration Az (m/s2),Angular Acceleration X (rad/s2),Angular Acceleration Y (rad/s2),Angular Acceleration Z (rad/s2),Angle of attack alpha (rad),alpha at CP (rad),Moment arm (m),Force X (N),Force Y (N),Force Z (N),Torque X (Nm),Torque Y (Nm),Torque Z (Nm),Thrust (N),Mass (kg),C.O.M distance from nose (m),Ixx (kg m2),Iyy (kg m2),Izz (kg m2),Windspeed X (m/s),Windspeed Y (m/s),atmospheric density (kg/m3),atmospheric temperature (K),
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21683,0,0,0,0,0,0,0,5.6918,1.3695,1.7863,1.7863,0.00091691,0,0,1.2395,285.0967,
0.00053904,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21684,0,0,0,0,0,0,8.3081,5.6917,1.3695,1.7862,1.7862,0.00091686,0,0,1.2395,285.0967,
0.0010781,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21685,0,0,0,0,0,0,16.6162,5.6915,1.3695,1.7862,1.7862,0.00091681,0,0,1.2395,285.0967,
0.0016171,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21686,0,0,0,0,0,0,24.9243,5.6914,1.3695,1.7862,1.7862,0.00091676,0,0,1.2395,285.0967,
0.0021561,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21687,0,0,0,0,0,0,33.2324,5.6913,1.3695,1.7861,1.7861,0.00091671,0,0,1.2395,285.0967,
0.0023493,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21688,0,0,0,0,0,0,36.21,5.6912,1.3695,1.7861,1.7861,0.00091669,0,0,1.2395,285.0967,
0.0025425,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21688,0,0,0,0,0,0,39.1876,5.6912,1.3695,1.7861,1.7861,0.00091667,0,0,1.2395,285.0967,
0.0027357,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21689,0,0,0,0,0,0,42.1652,5.6911,1.3695,1.7861,1.7861,0.00091665,0,0,1.2395,285.0967,
0.0029289,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21689,0,0,0,0,0,0,45.1428,5.691,1.3695,1.7861,1.7861,0.00091664,0,0,1.2395,285.0967,
0.003017,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21689,0,0,0,0,0,0,46.5002,5.691,1.3695,1.7861,1.7861,0.00091663,0,0,1.2395,285.0967,
0.003105,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2169,0,0,0,0,0,0,47.8577,5.691,1.3695,1.7861,1.7861,0.00091662,0,0,1.2395,285.0967,
0.0031931,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2169,0,0,0,0,0,0,49.2151,5.691,1.3695,1.7861,1.7861,0.00091661,0,0,1.2395,285.0967,
0.0032812,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2169,0,0,0,0,0,0,50.5726,5.691,1.3695,1.7861,1.7861,0.0009166,0,0,1.2395,285.0967,
0.0033478,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2169,0,0,0,0,0,0,51.5987,5.6909,1.3695,1.7861,1.7861,0.0009166,0,0,1.2395,285.0967,
0.0034144,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2169,0,0,0,0,0,0,52.6249,5.6909,1.3695,1.7861,1.7861,0.00091659,0,0,1.2395,285.0967,
0.0034809,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2169,0,0,0,0,0,0,53.6511,5.6909,1.3694,1.7861,1.7861,0.00091658,0,0,1.2395,285.0967,
0.0035475,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2169,0,0,0,0,0,0,54.6773,5.6909,1.3694,1.786,1.786,0.00091658,0,0,1.2395,285.0967,
0.0036141,0,0,-5.5373e-011,0,0,1,0,0,-9.589e-007,0,0,0,0,0,0,0,0,0,3.1416,3.1416,0.21691,0,0,0,0,0,0,55.7035,5.6909,1.3694,1.786,1.786,0.00091657,-22.4986,3.9937,0.15149,141.94,
0.0036807,0,0,2.5983e-012,0,0,1,0,0,3.367e-006,0,0,0,0,0,0.16698,0,0,0,0,0,0.21691,0,0,0.95026,0,0,0,56.7296,5.6909,1.3694,1.786,1.786,0.00091656,-2.2643e-013,-8.2612e-013,1.2395,285.0967,
0.0037472,0,0,7.1761e-010,0,0,1,0,0,1.9672e-005,0,0,0,0,0,0.34733,0,0,0,0,0,0.21691,0,0,1.9766,0,0,0,57.7558,5.6908,1.3694,1.786,1.786,0.00091656,-6.2535e-011,-2.2816e-010,1.2395,285.0967,
0.0038138,0,0,2.9101e-009,0,0,1,0,0,4.9173e-005,0,0,0,0,0,0.52769,0,0,0,0,0,0.21691,0,0,3.003,0,0,0,58.782,5.6908,1.3694,1.786,1.786,0.00091655,-2.536e-010,-9.2524e-010,1.2395,285.0967,
0.0038791,0,0,7.3691e-009,0,0,1,0,0,8.9385e-005,0,0,0,0,0,0.70449,0,0,0,0,0,0.21691,0,0,4.0091,0,0,0,59.788,5.6908,1.3694,1.786,1.786,0.00091655,-6.4217e-010,-2.343e-009,1.2395,285.0967,
0.0039444,0,0,1.4829e-008,0,0,1,0,0,0.00014114,0,0,0,0,0,0.8813,0,0,0,0,0,0.21691,0,0,5.0153,0,0,0,60.794,5.6908,1.3694,1.786,1.786,0.00091654,-1.2923e-009,-4.7149e-009,1.2395,285.0967,
0.0040096,0,0,2.6044e-008,0,0,1,0,0,0.00020443,0,0,0,0,0,1.0581,0,0,0,0,0,0.21691,0,0,6.0214,0,0,0,61.8,5.6908,1.3694,1.786,1.786,0.00091653,-2.2696e-009,-8.2806e-009,1.2395,285.0967,
0.0040749,0,0,4.1767e-008,0,0,1,0,0,0.00027926,0,0,0,0,0,1.2349,0,0,0,0,0,0.21692,0,0,7.0276,0,0,0,62.806,5.6908,1.3694,1.786,1.786,0.00091653,-3.6397e-009,-1.3279e-008,1.2395,285.0967,
0.0044013,0,0,2.1436e-007,0,0,1,0,0,0.00082654,0,0,0,0,0,2.119,0,0,0,0,0,0.21692,0,0,12.0584,0,0,0,67.836,5.6907,1.3694,1.786,1.786,0.0009165,-1.868e-008,-6.8154e-008,1.2395,285.0967,
0.0047276,0,0,6.1264e-007,0,0,1,0,0,0.0016623,0,0,0,0,0,3.0031,0,0,0,0,0,0.21693,0,0,17.0892,0,0,0,72.8659,5.6906,1.3694,1.786,1.786,0.00091646,-5.3387e-008,-1.9478e-007,1.2395,285.0967,
0.005054,0,0,1.3308e-006,0,0,1,0,0,0.0027867,0,0,0,0,0,3.8872,0,0,0,0,0,0.21694,0,0,22.12,0,0,0,77.8959,5.6905,1.3694,1.786,1.786,0.00091643,-1.1597e-007,-4.2311e-007,1.2395,285.0967,
0.0053803,0,0,2.4629e-006,0,0,1,0,0,0.0041996,0,0,0,0,0,4.7713,0,0,0,0,0,0.21694,0,0,27.1508,0,0,0,82.9259,5.6904,1.3694,1.7859,1.7859,0.0009164,-2.1463e-007,-7.8306e-007,1.2395,285.0967,
0.0070121,0,0,1.763e-005,0,0,1,0,0,0.015593,0,0,0,0,0,9.1924,0,0,0,0,0,0.21698,0,0,52.3049,0,0,0,108.0757,5.69,1.3694,1.7858,1.7858,0.00091625,-1.5363e-006,-5.6053e-006,1.2395,285.0967,
0.0086438,0,0,5.7275e-005,0,0,1,0,0,0.034202,0,0,0,0,0,13.6142,0,0,0,0,0,0.21701,0,0,77.4589,0,0,0,133.2256,5.6896,1.3693,1.7857,1.7857,0.00091609,-4.9911e-006,-1.821e-005,1.2395,285.0967,
0.010276,0,0,0.00013317,0,0,1,0,0,0.060028,0,0,0,0,0,18.0366,0,0,0,0,0,0.21705,0,0,102.6129,0,0,0,158.3754,5.6891,1.3693,1.7856,1.7856,0.00091594,-1.1605e-005,-4.2342e-005,1.2395,285.0967,
0.011907,0,0,0.0002571,0,0,1,0,0,0.093074,0,0,0,0,0,22.4597,0,0,0,0,0,0.21708,0,0,127.7669,0,0,0,183.5253,5.6887,1.3693,1.7855,1.7855,0.00091578,-2.2405e-005,-8.1744e-005,1.2395,285.0967,
0.020066,0,0,0.0020097,0,0,1,0,0,0.36664,0,0,0,0,0,44.5851,0,0,0,0,0,0.21726,0,0,253.5367,0,0,0,309.2746,5.6866,1.3691,1.785,1.785,0.00091501,-0.00017513,-0.00063896,1.2395,285.0967,
0.028225,0,0,0.0067313,0,0,1,0,0,0.82093,0,0,0,0,0,66.7267,0,0,0,0,0,0.21743,0,0,379.3055,0,0,0,435.0239,5.6845,1.3689,1.7845,1.7845,0.00091423,-0.00058659,-0.0021402,1.2395,285.0967,
0.036383,0,0,0.015897,0,0,1,0,0,1.4561,0,0,0,0,0,88.8847,0,0,0,0,0,0.2176,0,0,505.0726,0,0,0,560.7732,5.6823,1.3687,1.784,1.784,0.00091346,-0.0013853,-0.0050544,1.2395,285.0966,
0.044542,0,0,0.030984,0,0,1,0,0,2.2725,0,0,0,0,0,111.0589,0,0,0,0,0,0.21778,0,0,630.8379,0,0,0,686.5225,5.6802,1.3686,1.7835,1.7835,0.00091268,-0.0027001,-0.0098512,1.2395,285.0965,
0.048857,0,0,0.041862,0,0,1,0,0,2.7775,0,0,0,0,0,122.7937,0,0,0,0,0,0.21787,0,0,697.3557,0,0,0,753.0329,5.6791,1.3685,1.7832,1.7832,0.00091227,-0.003648,-0.01331,1.2395,285.0964,
0.053173,0,0,0.055029,0,0,1,0,0,3.3333,0,0,0,0,0,134.5329,0,0,0,0,0,0.21796,0,0,763.8725,0,0,0,819.5433,5.678,1.3684,1.7829,1.7829,0.00091186,-0.0047954,-0.017496,1.2395,285.0963,
0.057488,0,0,0.070703,0,0,1,0,0,3.9399,0,0,0,0,0,146.2763,0,0,0,0,0,0.21805,0,0,830.3867,0,0,0,886.0537,5.6768,1.3683,1.7826,1.7826,0.00091145,-0.0061614,-0.02248,1.2395,285.0962,
0.061803,0,0,0.089105,0,0,1,0,0,4.5973,0,0,0,0,0,158.024,0,0,0,0,0,0.21815,0,0,896.8986,0,0,0,952.5641,5.6757,1.3682,1.7824,1.7824,0.00091105,-0.007765,-0.028331,1.2395,285.096,
0.063755,0,0,0.098381,0,0,1,0,0,4.9113,0,0,0,0,0,163.3375,0,0,0,0,0,0.21819,0,0,926.9737,0,0,0,982.6393,5.6752,1.3682,1.7822,1.7822,0.00091086,-0.0085733,-0.03128,1.2395,285.0959,
0.065706,0,0,0.10828,0,0,1,0,0,5.2357,0,0,0,0,0,168.6519,0,0,0,0,0,0.21823,0,0,957.0483,0,0,0,1012.7144,5.6747,1.3681,1.7821,1.7821,0.00091067,-0.0094358,-0.034427,1.2395,285.0958,
0.067657,0,0,0.11882,0,0,1,0,0,5.5704,0,0,0,0,0,173.9671,0,0,0,0,0,0.21827,0,0,987.1222,0,0,0,1042.7895,5.6742,1.3681,1.782,1.782,0.00091049,-0.010354,-0.037778,1.2395,285.0958,
0.069608,0,0,0.13003,0,0,1,0,0,5.9156,0,0,0,0,0,179.2832,0,0,0,0,0,0.21831,0,0,1017.1956,0,0,0,1072.8647,5.6737,1.368,1.7819,1.7819,0.0009103,-0.011331,-0.041341,1.2395,285.0957,
0.070334,0,0,0.13437,0,0,1,0,0,6.0464,0,0,0,0,0,180.3289,0,0,0,0,0,0.21834,0,0,1023.0796,0,0,0,1078.7487,5.6734,1.368,1.7818,1.7818,0.00091021,-0.011709,-0.042721,1.2395,285.0956,
0.07106,0,0,0.1388,0,0,1,0,0,6.1777,0,0,0,0,0,180.2827,0,0,0,0,0,0.21837,0,0,1022.7519,0,0,0,1078.4202,5.673,1.368,1.7817,1.7817,0.00091007,-0.012096,-0.044131,1.2395,285.0956,
0.071786,0,0,0.14333,0,0,1,0,0,6.309,0,0,0,0,0,180.2366,0,0,0,0,0,0.2184,0,0,1022.4242,0,0,0,1078.0917,5.6727,1.368,1.7816,1.7816,0.00090994,-0.01249,-0.045572,1.2395,285.0956,
0.072511,0,0,0.14796,0,0,1,0,0,6.4401,0,0,0,0,0,180.1904,0,0,0,0,0,0.21843,0,0,1022.0963,0,0,0,1077.7631,5.6723,1.3679,1.7815,1.7815,0.00090981,-0.012894,-0.047042,1.2395,285.0955,
0.073237,0,0,0.15268,0,0,1,0,0,6.5713,0,0,0,0,0,180.1442,0,0,0,0,0,0.21846,0,0,1021.7684,0,0,0,1077.4346,5.6719,1.3679,1.7814,1.7814,0.00090967,-0.013305,-0.048544,1.2395,285.0955,
0.073963,0,0,0.1575,0,0,1,0,0,6.7025,0,0,0,0,0,180.098,0,0,0,0,0,0.21849,0,0,1021.4405,0,0,0,1077.1061,5.6716,1.3679,1.7814,1.7814,0.00090954,-0.013725,-0.050075,1.2395,285.0954,
0.074689,0,0,0.16241,0,0,1,0,0,6.8336,0,0,0,0,0,180.0517,0,0,0,0,0,0.21852,0,0,1021.1124,0,0,0,1076.7776,5.6712,1.3678,1.7813,1.7813,0.00090941,-0.014153,-0.051637,1.2395,285.0954,
0.075414,0,0,0.16742,0,0,1,0,0,6.9647,0,0,0,0,0,180.0055,0,0,0,0,0,0.21855,0,0,1020.7845,0,0,0,1076.449,5.6709,1.3678,1.7812,1.7812,0.00090927,-0.014589,-0.053229,1.2395,285.0954,
0.079043,0,0,0.19388,0,0,1,0,0,7.6198,0,0,0,0,0,179.7741,0,0,0,0,0,0.2187,0,0,1019.1439,0,0,0,1074.8064,5.669,1.3677,1.7807,1.7807,0.00090861,-0.016895,-0.061642,1.2395,285.0951,
0.082672,0,0,0.22271,0,0,1,0,0,8.2743,0,0,0,0,0,179.5424,0,0,0,0,0,0.21885,0,0,1017.5021,0,0,0,1073.1637,5.6672,1.3675,1.7803,1.7803,0.00090794,-0.019408,-0.07081,1.2395,285.0949,
0.0863,0,0,0.25392,0,0,1,0,0,8.9281,0,0,0,0,0,179.3102,0,0,0,0,0,0.21901,0,0,1015.8589,0,0,0,1071.5211,5.6654,1.3673,1.7798,1.7798,0.00090728,-0.022128,-0.080734,1.2395,285.0946,
0.089929,0,0,0.28751,0,0,1,0,0,9.5813,0,0,0,0,0,179.0777,0,0,0,0,0,0.21916,0,0,1014.2143,0,0,0,1069.8785,5.6635,1.3672,1.7794,1.7794,0.00090661,-0.025054,-0.091411,1.2395,285.0943,
0.10807,0,0,0.49091,0,0,1,0,0,12.8379,0,0,0,0,0,177.9099,0,0,0,0,0,0.21992,0,0,1005.975,0,0,0,1061.6652,5.6544,1.3664,1.7771,1.7771,0.00090328,-0.04278,-0.15608,1.2395,285.0927,
0.12622,0,0,0.75325,0,0,1,0,0,16.0785,0,0,0,0,0,176.7334,0,0,0,0,0,0.22068,0,0,997.7083,0,0,0,1053.452,5.6453,1.3657,1.7749,1.7749,0.00089995,-0.065641,-0.23949,1.2394,285.0905,
0.14436,0,0,1.0742,0,0,1,0,0,19.3029,0,0,0,0,0,175.5486,0,0,0,0,0,0.22144,0,0,989.416,0,0,0,1045.2388,5.6361,1.3649,1.7726,1.7726,0.00089662,-0.093613,-0.34155,1.2394,285.0878,
0.1625,0,0,1.4536,0,0,1,0,0,22.511,0,0,0,0,0,174.3557,0,0,0,0,0,0.2222,0,0,981.1001,0,0,0,1037.0256,5.627,1.3642,1.7704,1.7704,0.00089329,-0.12667,-0.46216,1.2393,285.0846,
0.16619,0,0,1.5378,0,0,1,0,0,23.1609,0,0,0,0,0,174.1123,0,0,0,0,0,0.22236,0,0,979.4071,0,0,0,1035.3567,5.6251,1.364,1.7699,1.7699,0.00089261,-0.13401,-0.48893,1.2393,285.0839,
0.16988,0,0,1.6244,0,0,1,0,0,23.8101,0,0,0,0,0,173.8685,0,0,0,0,0,0.22251,0,0,977.7131,0,0,0,1033.6878,5.6233,1.3638,1.7695,1.7695,0.00089194,-0.14155,-0.51645,1.2393,285.0832,
0.17356,0,0,1.7133,0,0,1,0,0,24.4586,0,0,0,0,0,173.6245,0,0,0,0,0,0.22267,0,0,976.0183,0,0,0,1032.019,5.6214,1.3637,1.769,1.769,0.00089126,-0.14931,-0.54474,1.2393,285.0825,
0.17725,0,0,1.8047,0,0,1,0,0,25.1064,0,0,0,0,0,173.3801,0,0,0,0,0,0.22282,0,0,974.3226,0,0,0,1030.3501,5.6196,1.3635,1.7685,1.7685,0.00089058,-0.15727,-0.57379,1.2393,285.0817,
0.17886,0,0,1.8455,0,0,1,0,0,25.3899,0,0,0,0,0,173.2729,0,0,0,0,0,0.22289,0,0,973.5797,0,0,0,1029.6191,5.6188,1.3635,1.7683,1.7683,0.00089029,-0.16082,-0.58675,1.2393,285.0814,
0.18048,0,0,1.8867,0,0,1,0,0,25.6733,0,0,0,0,0,173.1657,0,0,0,0,0,0.22296,0,0,972.8366,0,0,0,1028.8882,5.618,1.3634,1.7681,1.7681,0.00088999,-0.16441,-0.59986,1.2393,285.081,
0.18209,0,0,1.9284,0,0,1,0,0,25.9566,0,0,0,0,0,173.0585,0,0,0,0,0,0.22302,0,0,972.0933,0,0,0,1028.1573,5.6171,1.3633,1.7679,1.7679,0.00088969,-0.16804,-0.61311,1.2393,285.0807,
0.18371,0,0,1.9705,0,0,1,0,0,26.2397,0,0,0,0,0,172.9511,0,0,0,0,0,0.22309,0,0,971.3498,0,0,0,1027.4264,5.6163,1.3633,1.7677,1.7677,0.0008894,-0.17172,-0.62651,1.2393,285.0803,
0.18395,0,0,1.977,0,0,1,0,0,26.2829,0,0,0,0,0,172.9348,0,0,0,0,0,0.2231,0,0,971.2363,0,0,0,1027.3148,5.6162,1.3633,1.7677,1.7677,0.00088935,-0.17228,-0.62857,1.2393,285.0803,
0.1842,0,0,1.9835,0,0,1,0,0,26.3261,0,0,0,0,0,172.9184,0,0,0,0,0,0.22311,0,0,971.1228,0,0,0,1027.2032,5.6161,1.3632,1.7677,1.7677,0.00088931,-0.17285,-0.63063,1.2393,285.0802,
0.18445,0,0,1.99,0,0,1,0,0,26.3693,0,0,0,0,0,172.902,0,0,0,0,0,0.22312,0,0,971.0093,0,0,0,1027.0916,5.616,1.3632,1.7677,1.7677,0.00088926,-0.17341,-0.6327,1.2393,285.0802,
0.18469,0,0,1.9965,0,0,1,0,0,26.4125,0,0,0,0,0,172.8856,0,0,0,0,0,0.22313,0,0,970.8958,0,0,0,1026.98,5.6158,1.3632,1.7676,1.7676,0.00088922,-0.17398,-0.63476,1.2393,285.0801,
0.18494,3.1036e-010,1.1323e-009,2.003,-2.2004e-010,-8.0281e-010,1,3.0972e-006,1.13e-005,26.4557,8.0109e-006,-2.1957e-006,6.3777e-026,-5.1939e-007,-1.895e-006,172.8692,0,0,0,4.4379e-007,5.1382e-007,0.22314,-2.9167e-006,-1.0642e-005,970.7823,0,0,0,1026.8684,5.6157,1.3632,1.7676,1.7676,0.00088917,-0.17455,-0.63684,1.2393,285.0801,
0.18519,1.7524e-009,6.3937e-009,2.0095,-1.2424e-009,-4.5328e-009,1,9.1994e-006,3.3564e-005,26.4989,2.3794e-005,-6.5217e-006,-4.4982e-026,-1.6545e-006,-6.0366e-006,172.8528,0,0,0,1.3181e-006,1.5258e-006,0.22315,-9.2912e-006,-3.3899e-005,970.6688,0,0,0,1026.7569,5.6156,1.3632,1.7676,1.7676,0.00088913,-0.17512,-0.63891,1.2393,285.08,
0.18543,4.7524e-009,1.7339e-008,2.016,-3.3691e-009,-1.2292e-008,1,1.5342e-005,5.5976e-005,26.5421,3.9683e-005,-1.0877e-005,-5.5164e-025,-3.0048e-006,-1.0963e-005,172.8364,0,0,0,2.1995e-006,2.5454e-006,0.22316,-1.6873e-005,-6.1563e-005,970.5552,0,0,0,1026.6453,5.6155,1.3632,1.7675,1.7675,0.00088908,-0.17569,-0.64099,1.2393,285.0799,
0.18568,9.2829e-009,3.3869e-008,2.0226,-6.5809e-009,-2.4011e-008,1,2.0988e-005,7.6573e-005,26.5853,5.4286e-005,-1.4879e-005,-1.6091e-026,-4.4831e-006,-1.6357e-005,172.82,0,0,0,3.0114e-006,3.4839e-006,0.22317,-2.5174e-005,-9.1848e-005,970.4417,0,0,0,1026.5337,5.6153,1.3632,1.7675,1.7675,0.00088904,-0.17626,-0.64307,1.2393,285.0799,
0.1859,1.4475e-008,5.2812e-008,2.0284,-1.0262e-008,-3.7441e-008,1,2.6199e-005,9.5586e-005,26.6238,6.7766e-005,-1.8574e-005,7.5183e-026,-5.9833e-006,-2.183e-005,172.8054,0,0,0,3.7615e-006,4.3505e-006,0.22318,-3.3597e-005,-0.00012258,970.3403,0,0,0,1026.4341,5.6152,1.3632,1.7675,1.7675,0.000889,-0.17677,-0.64493,1.2393,285.0798,
0.18612,2.0817e-008,7.5949e-008,2.0343,-1.4758e-008,-5.3844e-008,1,3.1432e-005,0.00011468,26.6624,8.1305e-005,-2.2285e-005,-7.8709e-025,-7.6411e-006,-2.7879e-005,172.7907,0,0,0,4.5157e-006,5.2214e-006,0.22319,-4.2906e-005,-0.00015654,970.2389,0,0,0,1026.3344,5.6151,1.3632,1.7674,1.7674,0.00088896,-0.17728,-0.6468,1.2393,285.0798,
0.18634,2.8312e-008,1.033e-007,2.0402,-2.0072e-008,-7.3233e-008,1,3.6689e-005,0.00013386,26.7009,9.4903e-005,-2.6012e-005,-7.1411e-024,-9.4572e-006,-3.4504e-005,172.7761,0,0,0,5.2741e-006,6.0967e-006,0.2232,-5.3102e-005,-0.00019374,970.1376,0,0,0,1026.2348,5.615,1.3632,1.7674,1.7674,0.00088892,-0.17779,-0.64866,1.2393,285.0797,
0.18656,3.6968e-008,1.3488e-007,2.0461,-2.6209e-008,-9.5622e-008,1,4.1968e-005,0.00015312,26.7395,0.00010856,-2.9755e-005,-2.1494e-024,-1.1432e-005,-4.171e-005,172.7614,0,0,0,6.0367e-006,6.9763e-006,0.22321,-6.419e-005,-0.0002342,970.0362,0,0,0,1026.1352,5.6149,1.3631,1.7674,1.7674,0.00088887,-0.1783,-0.65053,1.2393,285.0797,
0.18766,9.7807e-008,3.5685e-007,2.0756,-6.9347e-008,-2.5301e-007,1,6.8701e-005,0.00025066,26.9322,0.00017774,-4.8716e-005,2.4337e-024,-2.3715e-005,-8.6524e-005,172.6882,0,0,0,9.9126e-006,1.144e-005,0.22326,-0.00013314,-0.00048577,969.5292,0,0,0,1025.637,5.6143,1.3631,1.7673,1.7673,0.00088867,-0.18087,-0.65992,1.2393,285.0794,
0.18876,1.8838e-007,6.873e-007,2.1053,-1.3358e-007,-4.8735e-007,1,9.6005e-005,0.00035027,27.1248,0.00024842,-6.8089e-005,-2.6073e-023,-4.0073e-005,-0.00014621,172.6149,0,0,0,1.3895e-005,1.6016e-005,0.2233,-0.00022496,-0.00082077,969.0222,0,0,0,1025.1389,5.6138,1.363,1.7671,1.7671,0.00088847,-0.18347,-0.66938,1.2393,285.0792,
0.18986,3.0931e-007,1.1285e-006,2.1353,-2.1935e-007,-8.0031e-007,1,0.00012388,0.00045198,27.3174,0.00032063,-8.788e-005,-7.2907e-023,-6.0593e-005,-0.00022107,172.5416,0,0,0,1.7985e-005,2.0704e-005,0.22335,-0.00034012,-0.0012409,968.5151,0,0,0,1024.6407,5.6132,1.363,1.767,1.767,0.00088827,-0.18608,-0.6789,1.2393,285.079,
0.19096,4.6123e-007,1.6828e-006,2.1655,-3.2714e-007,-1.1936e-006,1,0.00015233,0.00055579,27.5099,0.00039439,-0.0001081,-5.6373e-023,-8.5363e-005,-0.00031145,172.4683,0,0,0,2.2186e-005,2.5507e-005,0.2234,-0.00047912,-0.0017481,968.0079,0,0,0,1024.1426,5.6127,1.363,1.7668,1.7668,0.00088807,-0.18871,-0.68849,1.2393,285.0787,
0.19646,1.7081e-006,6.2319e-006,2.3195,-1.2129e-006,-4.4255e-006,1,0.00030338,0.0011069,28.4717,0.00078714,-0.00021574,-4.9367e-021,-0.00027612,-0.0010074,172.1012,0,0,0,4.49e-005,5.131e-005,0.22363,-0.001549,-0.0056515,965.4709,0,0,0,1021.6518,5.6099,1.3627,1.7662,1.7662,0.00088706,-0.20213,-0.73746,1.2392,285.0774,
0.20197,3.8271e-006,1.3963e-005,2.4788,-2.7223e-006,-9.9325e-006,1,0.00046941,0.0017126,29.4318,0.0012219,-0.0003349,4.2173e-021,-0.00058699,-0.0021416,171.7335,0,0,0,7.0635e-005,8.0272e-005,0.22386,-0.0032913,-0.012008,962.9322,0,0,0,1019.1611,5.6071,1.3625,1.7655,1.7655,0.00088605,-0.21601,-0.78811,1.2392,285.0761,
0.20747,6.9019e-006,2.5182e-005,2.6433,-4.9208e-006,-1.7954e-005,1,0.00065085,0.0023746,30.3904,0.0017015,-0.00046636,4.5063e-020,-0.0010304,-0.0037594,171.3651,0,0,0,9.9635e-005,0.00011264,0.22409,-0.0057747,-0.021069,960.3919,0,0,0,1016.6703,5.6044,1.3623,1.7648,1.7648,0.00088504,-0.23035,-0.84043,1.2392,285.0747,
0.21297,1.1018e-005,4.02e-005,2.8132,-7.8783e-006,-2.8744e-005,1,0.00084809,0.0030943,31.3475,0.0022289,-0.00061091,2.224e-020,-0.0016196,-0.0059089,170.996,0,0,0,0.00013215,0.00014869,0.22432,-0.0090721,-0.033099,957.8498,0,0,0,1014.1795,5.6016,1.362,1.7641,1.7641,0.00088403,-0.24515,-0.89444,1.2392,285.0733,
0.22204,2.0308e-005,7.4094e-005,3.1046,-1.4608e-005,-5.3297e-005,1,0.0012086,0.0044095,32.9212,0.0032105,-0.00087994,1.863e-018,-0.0029464,-0.01075,170.3859,0,0,0,0.00019414,0.00021686,0.2247,-0.016491,-0.060167,953.654,0,0,0,1010.0745,5.597,1.3617,1.763,1.763,0.00088236,-0.27055,-0.98709,1.2392,285.0709,
0.23111,3.3072e-005,0.00012066,3.4102,-2.3963e-005,-8.7428e-005,1,0.0016143,0.0058897,34.491,0.004344,-0.0011906,2.0882e-018,-0.004777,-0.017429,169.816,0,0,0,0.00026771,0.0002971,0.22508,-0.026715,-0.097471,949.694,0,0,0,1006.2118,5.5925,1.3613,1.7619,1.7619,0.00088071,-0.29718,-1.0843,1.2391,285.0683,
0.24017,4.9724e-005,0.00018142,3.7301,-3.6339e-005,-0.00013258,1,0.002066,0.0075379,36.0571,0.005644,-0.0015469,-1.1328e-018,-0.0071977,-0.026261,169.5496,0,0,0,0.00035424,0.00039083,0.22545,-0.040222,-0.14675,947.4717,0,0,0,1004.0936,5.5882,1.3609,1.7608,1.7608,0.00087914,-0.32505,-1.186,1.2391,285.0657,
0.24924,7.0684e-005,0.00025789,4.0642,-5.2168e-005,-0.00019034,1,0.0025643,0.0093557,37.6216,0.0071254,-0.001953,-2.465e-018,-0.01029,-0.037543,169.2819,0,0,0,0.00045521,0.00049955,0.22582,-0.057457,-0.20963,945.2446,0,0,0,1001.9754,5.5838,1.3605,1.7597,1.7597,0.00087756,-0.35417,-1.2922,1.2391,285.0629,
