Time (sec),Stage,Stage Time (sec),Mach Number,Angle of Attack (deg),CD,CL,Thrust (lb),Weight (lb),Drag (lb),Lift (lb),CG (in),CP (in),Stability Margin (cal),Accel (ft/sec^2),Accel-V (ft/sec^2),Accel-H (ft/sec^2),Velocity (ft/sec),Vel-V (ft/sec),Vel-H (ft/sec),Pitch Attitude (deg),Flight Path Angle (deg),Altitude (ft),Distance (ft)
170.3516,S,170.3516,0.01326512,0,2.2,0,0,30.55631,0.00962198,0,0,0,0,0.00464780625026151,0.00464780625026151,0,-15.32839,-15.32839,0,0,-0.1270509,1118.753,2610.873
170.4516,S,170.4516,0.01326465,0,2.2,0,0,30.55631,0.00962197,0,0,0,0,0.00465498351429972,0.00465498351429972,0,-15.32792,-15.32792,0,0,-0.1270509,1117.22,2610.873
170.5517,S,170.5517,0.01326418,0,2.2,0,0,30.55631,0.009621975,0,0,0,0,0.00462383587336035,0.00462383587336035,0,-15.32746,-15.32746,0,0,-0.1270509,1115.688,2610.873
170.6517,S,170.6517,0.01326372,0,2.2,0,0,30.55631,0.009621979,0,0,0,0,0.00463447546927398,0.00463447546927398,0,-15.327,-15.327,0,0,-0.1270509,1114.155,2610.873
170.7517,S,170.7517,0.01326326,0,2.2,0,0,30.55631,0.009621983,0,0,0,0,0.00464493953757028,0.00464493953757028,0,-15.32654,-15.32654,0,0,-0.1270509,1112.622,2610.873
170.8517,S,170.8517,0.01326278,0,2.2,0,0,30.55631,0.009621975,0,0,0,0,0.00465141339146413,0.00465141339146413,0,-15.32607,-15.32607,0,0,-0.1270509,1111.09,2610.873
170.9517,S,170.9517,0.01326232,0,2.2,0,0,30.55631,0.00962198,0,0,0,0,0.00461955729782915,0.00461955729782915,0,-15.32561,-15.32561,0,0,-0.1270509,1109.557,2610.873
171.0517,S,171.0517,0.01326185,0,2.2,0,0,30.55631,0.009621978,0,0,0,0,0.00465085952161814,0.00465085952161814,0,-15.32514,-15.32514,0,0,-0.1270509,1108.025,2610.873
171.1517,S,171.1517,0.01326138,0,2.2,0,0,30.55631,0.009621982,0,0,0,0,0.00461864733053829,0.00461864733053829,0,-15.32468,-15.32468,0,0,-0.1270509,1106.492,2610.873
171.2517,S,171.2517,0.01326092,0,2.2,0,0,30.55631,0.009621984,0,0,0,0,0.00462823008106739,0.00462823008106739,0,-15.32422,-15.32422,0,0,-0.1270509,1104.96,2610.873
171.3517,S,171.3517,0.01326046,0,2.2,0,0,30.55631,0.009621989,0,0,0,0,0.00463382267009393,0.00463382267009393,0,-15.32376,-15.32376,0,0,-0.1270509,1103.427,2610.873
171.4517,S,171.4517,0.01325999,0,2.2,0,0,30.55631,0.009621994,0,0,0,0,0.00464305450265812,0.00464305450265812,0,-15.3233,-15.3233,0,0,-0.1270509,1101.895,2610.873
171.5517,S,171.5517,0.01325952,0,2.2,0,0,30.55631,0.009621985,0,0,0,0,0.00465211089201034,0.00465211089201034,0,-15.32283,-15.32283,0,0,-0.1270509,1100.363,2610.873
171.6517,S,171.6517,0.01325905,0,2.2,0,0,30.55631,0.009621988,0,0,0,0,0.00461901379700436,0.00461901379700436,0,-15.32237,-15.32237,0,0,-0.1270509,1098.831,2610.873
171.7517,S,171.7517,0.01325859,0,2.2,0,0,30.55631,0.009621992,0,0,0,0,0.00462390335760432,0.00462390335760432,0,-15.32191,-15.32191,0,0,-0.1270509,1097.298,2610.873
171.8517,S,171.8517,0.01325812,0,2.2,0,0,30.55631,0.00962199,0,0,0,0,0.00465378784160464,0.00465378784160464,0,-15.32144,-15.32144,0,0,-0.1270509,1095.766,2610.873
171.9517,S,171.9517,0.01325765,0,2.2,0,0,30.55631,0.009621994,0,0,0,0,0.00462015812323102,0.00462015812323102,0,-15.32098,-15.32098,0,0,-0.1270509,1094.234,2610.873
172.0517,S,172.0517,0.01325719,0,2.2,0,0,30.55631,0.009621997,0,0,0,0,0.00462833361967796,0.00462833361967796,0,-15.32052,-15.32052,0,0,-0.1270509,1092.702,2610.873
172.1517,S,172.1517,0.01325673,0,2.2,0,0,30.55631,0.009622,0,0,0,0,0.00463251903904904,0.00463251903904904,0,-15.32006,-15.32006,0,0,-0.1270509,1091.17,2610.873
172.2518,S,172.2518,0.01325626,0,2.2,0,0,30.55631,0.009621998,0,0,0,0,0.00461899330547766,0.00461899330547766,0,-15.3196,-15.3196,0,0,-0.1270509,1089.638,2610.873
172.3518,S,172.3518,0.0132558,0,2.2,0,0,30.55631,0.009622008,0,0,0,0,0.00464799317493458,0.00464799317493458,0,-15.31914,-15.31914,0,0,-0.1270509,1088.106,2610.873
172.4518,S,172.4518,0.01325533,0,2.2,0,0,30.55631,0.00962201,0,0,0,0,0.00465546721520838,0.00465546721520838,0,-15.31868,-15.31868,0,0,-0.1270509,1086.574,2610.873
172.5518,S,172.5518,0.01325486,0,2.2,0,0,30.55631,0.009622,0,0,0,0,0.0046589512204207,0.0046589512204207,0,-15.31821,-15.31821,0,0,-0.1270509,1085.042,2610.873
172.6518,S,172.6518,0.0132544,0,2.2,0,0,30.55631,0.009622004,0,0,0,0,0.00462408381198287,0.00462408381198287,0,-15.31775,-15.31775,0,0,-0.1270509,1083.511,2610.873
172.7518,S,172.7518,0.01325394,0,2.2,0,0,30.55631,0.009622008,0,0,0,0,0.00463103059539804,0.00463103059539804,0,-15.31729,-15.31729,0,0,-0.1270509,1081.979,2610.873
172.8518,S,172.8518,0.01325347,0,2.2,0,0,30.55631,0.00962201,0,0,0,0,0.00463780207273601,0.00463780207273601,0,-15.31683,-15.31683,0,0,-0.1270509,1080.447,2610.873
172.9518,S,172.9518,0.01325301,0,2.2,0,0,30.55631,0.009622014,0,0,0,0,0.00464439825447727,0.00464439825447727,0,-15.31637,-15.31637,0,0,-0.1270509,1078.916,2610.873
173.0518,S,173.0518,0.01325254,0,2.2,0,0,30.55631,0.009622018,0,0,0,0,0.00464700445390065,0.00464700445390065,0,-15.31591,-15.31591,0,0,-0.1270509,1077.384,2610.873
173.1518,S,173.1518,0.01325207,0,2.2,0,0,30.55631,0.009622008,0,0,0,0,0.00465325007602502,0.00465325007602502,0,-15.31544,-15.31544,0,0,-0.1270509,1075.853,2610.873
173.2518,S,173.2518,0.01325161,0,2.2,0,0,30.55631,0.009622009,0,0,0,0,0.00461732202978027,0.00461732202978027,0,-15.31498,-15.31498,0,0,-0.1270509,1074.321,2610.873
173.3518,S,173.3518,0.01325114,0,2.2,0,0,30.55631,0.009622013,0,0,0,0,0.00462321586016401,0.00462321586016401,0,-15.31452,-15.31452,0,0,-0.1270509,1072.79,2610.873
173.4518,S,173.4518,0.01325068,0,2.2,0,0,30.55631,0.009622017,0,0,0,0,0.0046251197504148,0.0046251197504148,0,-15.31406,-15.31406,0,0,-0.1270509,1071.258,2610.873
173.5518,S,173.5518,0.01325021,0,2.2,0,0,30.55631,0.009622012,0,0,0,0,0.004651996866194,0.004651996866194,0,-15.31359,-15.31359,0,0,-0.1270509,1069.727,2610.873
173.6518,S,173.6518,0.01324974,0,2.2,0,0,30.55631,0.009622016,0,0,0,0,0.00461536021745701,0.00461536021745701,0,-15.31313,-15.31313,0,0,-0.1270509,1068.195,2610.873
173.7518,S,173.7518,0.01324928,0,2.2,0,0,30.55631,0.009622018,0,0,0,0,0.00462055058427779,0.00462055058427779,0,-15.31267,-15.31267,0,0,-0.1270509,1066.664,2610.873
173.8519,S,173.8519,0.01324882,0,2.2,0,0,30.55631,0.009622021,0,0,0,0,0.00462175105320739,0.00462175105320739,0,-15.31221,-15.31221,0,0,-0.1270509,1065.133,2610.873
173.9519,S,173.9519,0.01324835,0,2.2,0,0,30.55631,0.009622023,0,0,0,0,0.00462659102923624,0.00462659102923624,0,-15.31175,-15.31175,0,0,-0.1270509,1063.602,2610.873
174.0519,S,174.0519,0.01324789,0,2.2,0,0,30.55631,0.00962202,0,0,0,0,0.00460992850057096,0.00460992850057096,0,-15.31129,-15.31129,0,0,-0.1270509,1062.071,2610.873
174.1519,S,174.1519,0.01324743,0,2.2,0,0,30.55631,0.009622028,0,0,0,0,0.0046357454529371,0.0046357454529371,0,-15.31083,-15.31083,0,0,-0.1270509,1060.54,2610.873
174.2519,S,174.2519,0.01324696,0,2.2,0,0,30.55631,0.009622024,0,0,0,0,0.00461873515934741,0.00461873515934741,0,-15.31037,-15.31037,0,0,-0.1270509,1059.009,2610.873
174.3519,S,174.3519,0.0132465,0,2.2,0,0,30.55631,0.009622034,0,0,0,0,0.00464038454494187,0.00464038454494187,0,-15.30991,-15.30991,0,0,-0.1270509,1057.478,2610.873
174.4519,S,174.4519,0.01324603,0,2.2,0,0,30.55631,0.009622036,0,0,0,0,0.00464434872792907,0.00464434872792907,0,-15.30945,-15.30945,0,0,-0.1270509,1055.947,2610.873
174.5519,S,174.5519,0.01324557,0,2.2,0,0,30.55631,0.009622036,0,0,0,0,0.0046481377838461,0.0046481377838461,0,-15.30899,-15.30899,0,0,-0.1270509,1054.416,2610.873
174.6519,S,174.6519,0.0132451,0,2.2,0,0,30.55631,0.009622028,0,0,0,0,0.00465175172317345,0.00465175172317345,0,-15.30852,-15.30852,0,0,-0.1270509,1052.885,2610.873
174.7519,S,174.7519,0.01324463,0,2.2,0,0,30.55631,0.009622029,0,0,0,0,0.00460935838580667,0.00460935838580667,0,-15.30806,-15.30806,0,0,-0.1270509,1051.354,2610.873
174.8519,S,174.8519,0.01324417,0,2.2,0,0,30.55631,0.009622032,0,0,0,0,0.00461262085168102,0.00461262085168102,0,-15.3076,-15.3076,0,0,-0.1270509,1049.823,2610.873
174.9519,S,174.9519,0.01324371,0,2.2,0,0,30.55631,0.009622034,0,0,0,0,0.00461570823267721,0.00461570823267721,0,-15.30714,-15.30714,0,0,-0.1270509,1048.292,2610.873
175.0519,S,175.0519,0.01324324,0,2.2,0,0,30.55631,0.009622035,0,0,0,0,0.00461862053928996,0.00461862053928996,0,-15.30668,-15.30668,0,0,-0.1270509,1046.762,2610.873
175.1519,S,175.1519,0.01324278,0,2.2,0,0,30.55631,0.009622037,0,0,0,0,0.00461754308476259,0.00461754308476259,0,-15.30622,-15.30622,0,0,-0.1270509,1045.231,2610.873
175.2519,S,175.2519,0.01324232,0,2.2,0,0,30.55631,0.00962204,0,0,0,0,0.00462010527414236,0.00462010527414236,0,-15.30576,-15.30576,0,0,-0.1270509,1043.701,2610.873
175.3519,S,175.3519,0.01324185,0,2.2,0,0,30.55631,0.009622041,0,0,0,0,0.0046224924206868,0.0046224924206868,0,-15.3053,-15.3053,0,0,-0.1270509,1042.17,2610.873
175.452,S,175.452,0.01324139,0,2.2,0,0,30.55631,0.009622043,0,0,0,0,0.0046247045348693,0.0046247045348693,0,-15.30484,-15.30484,0,0,-0.1270509,1040.64,2610.873
175.552,S,175.552,0.01324093,0,2.2,0,0,30.55631,0.009622039,0,0,0,0,0.00460161885006727,0.00460161885006727,0,-15.30438,-15.30438,0,0,-0.1270509,1039.109,2610.873
175.652,S,175.652,0.01324046,0,2.2,0,0,30.55631,0.009622046,0,0,0,0,0.00462478901103225,0.00462478901103225,0,-15.30392,-15.30392,0,0,-0.1270509,1037.579,2610.873
175.752,S,175.752,0.01324,0,2.2,0,0,30.55631,0.009622041,0,0,0,0,0.0046051705730008,0.0046051705730008,0,-15.30346,-15.30346,0,0,-0.1270509,1036.048,2610.873
175.852,S,175.852,0.01323954,0,2.2,0,0,30.55631,0.00962205,0,0,0,0,0.00462798818120547,0.00462798818120547,0,-15.303,-15.303,0,0,-0.1270509,1034.518,2610.873
175.952,S,175.952,0.01323907,0,2.2,0,0,30.55631,0.009622051,0,0,0,0,0.00462932529135429,0.00462932529135429,0,-15.30254,-15.30254,0,0,-0.1270509,1032.988,2610.873
176.052,S,176.052,0.01323861,0,2.2,0,0,30.55631,0.009622052,0,0,0,0,0.00462667273496464,0.00462667273496464,0,-15.30208,-15.30208,0,0,-0.1270509,1031.458,2610.873
176.152,S,176.152,0.01323814,0,2.2,0,0,30.55631,0.009622053,0,0,0,0,0.00462765991704117,0.00462765991704117,0,-15.30162,-15.30162,0,0,-0.1270509,1029.928,2610.873
176.252,S,176.252,0.01323768,0,2.2,0,0,30.55631,0.009622055,0,0,0,0,0.00462847215088402,0.00462847215088402,0,-15.30116,-15.30116,0,0,-0.1270509,1028.397,2610.873
176.352,S,176.352,0.01323722,0,2.2,0,0,30.55631,0.009622057,0,0,0,0,0.0046291094469666,0.0046291094469666,0,-15.3007,-15.3007,0,0,-0.1270509,1026.867,2610.873
176.452,S,176.452,0.01323675,0,2.2,0,0,30.55631,0.009622058,0,0,0,0,0.0046257571185464,0.0046257571185464,0,-15.30024,-15.30024,0,0,-0.1270509,1025.337,2610.873
176.552,S,176.552,0.01323629,0,2.2,0,0,30.55631,0.009622059,0,0,0,0,0.00462604457065652,0.00462604457065652,0,-15.29978,-15.29978,0,0,-0.1270509,1023.807,2610.873
176.652,S,176.652,0.01323583,0,2.2,0,0,30.55631,0.009622061,0,0,0,0,0.00462615711654735,0.00462615711654735,0,-15.29932,-15.29932,0,0,-0.1270509,1022.278,2610.873
176.752,S,176.752,0.01323536,0,2.2,0,0,30.55631,0.009622061,0,0,0,0,0.00462609476673492,0.00462609476673492,0,-15.29886,-15.29886,0,0,-0.1270509,1020.748,2610.873
176.852,S,176.852,0.0132349,0,2.2,0,0,30.55631,0.009622063,0,0,0,0,0.00462204283443413,0.00462204283443413,0,-15.2984,-15.2984,0,0,-0.1270509,1019.218,2610.873
176.952,S,176.952,0.01323443,0,2.2,0,0,30.55631,0.009622064,0,0,0,0,0.00462163072472777,0.00462163072472777,0,-15.29794,-15.29794,0,0,-0.1270509,1017.688,2610.873
177.052,S,177.052,0.01323397,0,2.2,0,0,30.55631,0.009622058,0,0,0,0,0.00459975487954978,0.00459975487954978,0,-15.29748,-15.29748,0,0,-0.1270509,1016.158,2610.873
177.1521,S,177.1521,0.01323351,0,2.2,0,0,30.55631,0.009622059,0,0,0,0,0.0045989943322553,0.0045989943322553,0,-15.29702,-15.29702,0,0,-0.1270509,1014.629,2610.873
177.2521,S,177.2521,0.01323305,0,2.2,0,0,30.55631,0.009622061,0,0,0,0,0.00459805894174536,0.00459805894174536,0,-15.29656,-15.29656,0,0,-0.1270509,1013.099,2610.873
177.3521,S,177.3521,0.01323258,0,2.2,0,0,30.55631,0.00962206,0,0,0,0,0.00459313402129169,0.00459313402129169,0,-15.2961,-15.2961,0,0,-0.1270509,1011.569,2610.873
177.4521,S,177.4521,0.01323212,0,2.2,0,0,30.55631,0.009622061,0,0,0,0,0.00459184897591314,0.00459184897591314,0,-15.29564,-15.29564,0,0,-0.1270509,1010.04,2610.873
177.5521,S,177.5521,0.01323165,0,2.2,0,0,30.55631,0.009622063,0,0,0,0,0.00459038911886012,0.00459038911886012,0,-15.29518,-15.29518,0,0,-0.1270509,1008.51,2610.873
177.6521,S,177.6521,0.01323119,0,2.2,0,0,30.55631,0.009622063,0,0,0,0,0.00458875446065576,0.00458875446065576,0,-15.29472,-15.29472,0,0,-0.1270509,1006.981,2610.873
177.7521,S,177.7521,0.01323073,0,2.2,0,0,30.55631,0.009622063,0,0,0,0,0.00458313031453628,0.00458313031453628,0,-15.29426,-15.29426,0,0,-0.1270509,1005.451,2610.873
177.8521,S,177.8521,0.01323026,0,2.2,0,0,30.55631,0.009622064,0,0,0,0,0.00458114608552052,0.00458114608552052,0,-15.2938,-15.2938,0,0,-0.1270509,1003.922,2610.873
177.9521,S,177.9521,0.0132298,0,2.2,0,0,30.55631,0.009622058,0,0,0,0,0.00455770973664471,0.00455770973664471,0,-15.29334,-15.29334,0,0,-0.1270509,1002.393,2610.873
178.0521,S,178.0521,0.01322934,0,2.2,0,0,30.55631,0.009622064,0,0,0,0,0.00457665332913848,0.00457665332913848,0,-15.29288,-15.29288,0,0,-0.1270509,1000.863,2610.873
178.1521,S,178.1521,0.01322888,0,2.2,0,0,30.55631,0.009622071,0,0,0,0,0.00454905533506889,0.00454905533506889,0,-15.29243,-15.29243,0,0,-0.1270509,999.334,2610.873
178.2521,S,178.2521,0.01322842,0,2.2,0,0,30.55631,0.009622072,0,0,0,0,0.00458843521236218,0.00458843521236218,0,-15.29197,-15.29197,0,0,-0.1270509,997.8049,2610.873
178.3521,S,178.3521,0.01322796,0,2.2,0,0,30.55631,0.009622071,0,0,0,0,0.00458557978663521,0.00458557978663521,0,-15.29151,-15.29151,0,0,-0.1270509,996.2757,2610.873
178.4521,S,178.4521,0.01322749,0,2.2,0,0,30.55631,0.009622072,0,0,0,0,0.00458254964362936,0.00458254964362936,0,-15.29105,-15.29105,0,0,-0.1270509,994.7466,2610.873
178.5521,S,178.5521,0.01322703,0,2.2,0,0,30.55631,0.009622073,0,0,0,0,0.00457934479384647,0.00457934479384647,0,-15.29059,-15.29059,0,0,-0.1270509,993.2175,2610.873
178.6521,S,178.6521,0.01322656,0,2.2,0,0,30.55631,0.009622073,0,0,0,0,0.00457215055055826,0.00457215055055826,0,-15.29013,-15.29013,0,0,-0.1270509,991.6885,2610.873
178.7522,S,178.7522,0.0132261,0,2.2,0,0,30.55631,0.009622072,0,0,0,0,0.00456859631876938,0.00456859631876938,0,-15.28967,-15.28967,0,0,-0.1270509,990.1595,2610.873
178.8522,S,178.8522,0.01322564,0,2.2,0,0,30.55631,0.009622073,0,0,0,0,0.00456486741176576,0.00456486741176576,0,-15.28921,-15.28921,0,0,-0.1270509,988.6306,2610.873
178.9522,S,178.9522,0.01322518,0,2.2,0,0,30.55631,0.009622079,0,0,0,0,0.0045396992594533,0.0045396992594533,0,-15.28876,-15.28876,0,0,-0.1270509,987.1017,2610.873
179.0522,S,179.0522,0.01322472,0,2.2,0,0,30.55631,0.009622077,0,0,0,0,0.00457387958533673,0.00457387958533673,0,-15.2883,-15.2883,0,0,-0.1270509,985.5729,2610.873
179.1522,S,179.1522,0.01322426,0,2.2,0,0,30.55631,0.009622078,0,0,0,0,0.00456962926048021,0.00456962926048021,0,-15.28784,-15.28784,0,0,-0.1270509,984.0441,2610.873
179.2522,S,179.2522,0.01322379,0,2.2,0,0,30.55631,0.009622078,0,0,0,0,0.00456520430224572,0.00456520430224572,0,-15.28738,-15.28738,0,0,-0.1270509,982.5154,2610.873
179.3522,S,179.3522,0.01322333,0,2.2,0,0,30.55631,0.009622077,0,0,0,0,0.00456060472114217,0.00456060472114217,0,-15.28692,-15.28692,0,0,-0.1270509,980.9867,2610.873
179.4522,S,179.4522,0.01322287,0,2.2,0,0,30.55631,0.009622078,0,0,0,0,0.00455201583039155,0.00455201583039155,0,-15.28646,-15.28646,0,0,-0.1270509,979.4581,2610.873
179.5522,S,179.5522,0.01322241,0,2.2,0,0,30.55631,0.00962209,0,0,0,0,0.00454706703504826,0.00454706703504826,0,-15.28601,-15.28601,0,0,-0.1270509,977.9294,2610.873
179.6522,S,179.6522,0.01322195,0,2.2,0,0,30.55631,0.00962209,0,0,0,0,0.00458402323500451,0.00458402323500451,0,-15.28555,-15.28555,0,0,-0.1270509,976.4009,2610.873
179.7522,S,179.7522,0.01322148,0,2.2,0,0,30.55631,0.00962209,0,0,0,0,0.00457872653188218,0.00457872653188218,0,-15.28509,-15.28509,0,0,-0.1270509,974.8724,2610.873
179.8522,S,179.8522,0.01322102,0,2.2,0,0,30.55631,0.009622089,0,0,0,0,0.00457325525827912,0.00457325525827912,0,-15.28463,-15.28463,0,0,-0.1270509,973.3439,2610.873
179.9522,S,179.9522,0.01322056,0,2.2,0,0,30.55631,0.009622089,0,0,0,0,0.00456379472743151,0.00456379472743151,0,-15.28417,-15.28417,0,0,-0.1270509,971.8155,2610.873
180.0522,S,180.0522,0.0132201,0,2.2,0,0,30.55631,0.009622093,0,0,0,0,0.00453672378100123,0.00453672378100123,0,-15.28372,-15.28372,0,0,-0.1270509,970.2871,2610.873
180.1522,S,180.1522,0.01321964,0,2.2,0,0,30.55631,0.009622093,0,0,0,0,0.00457281604496274,0.00457281604496274,0,-15.28326,-15.28326,0,0,-0.1270509,968.7588,2610.873
180.2522,S,180.2522,0.01321918,0,2.2,0,0,30.55631,0.009622092,0,0,0,0,0.0045666491372387,0.0045666491372387,0,-15.2828,-15.2828,0,0,-0.1270509,967.2305,2610.873
180.3522,S,180.3522,0.01321871,0,2.2,0,0,30.55631,0.009622091,0,0,0,0,0.00455649301412819,0.00455649301412819,0,-15.28234,-15.28234,0,0,-0.1270509,965.7023,2610.873
180.4523,S,180.4523,0.01321826,0,2.2,0,0,30.55631,0.009622103,0,0,0,0,0.0045499770806785,0.0045499770806785,0,-15.28189,-15.28189,0,0,-0.1270509,964.1741,2610.873
180.5523,S,180.5523,0.0132178,0,2.2,0,0,30.55631,0.009622103,0,0,0,0,0.00458537763812217,0.00458537763812217,0,-15.28143,-15.28143,0,0,-0.1270509,962.6459,2610.873
180.6523,S,180.6523,0.01321733,0,2.2,0,0,30.55631,0.009622101,0,0,0,0,0.00457851398401488,0.00457851398401488,0,-15.28097,-15.28097,0,0,-0.1270509,961.1179,2610.873
180.7523,S,180.7523,0.01321687,0,2.2,0,0,30.55631,0.009622101,0,0,0,0,0.0045676611563934,0.0045676611563934,0,-15.28051,-15.28051,0,0,-0.1270509,959.5898,2610.873
180.8523,S,180.8523,0.01321641,0,2.2,0,0,30.55631,0.009622105,0,0,0,0,0.00453920817316344,0.00453920817316344,0,-15.28006,-15.28006,0,0,-0.1270509,958.0618,2610.873
180.9523,S,180.9523,0.01321595,0,2.2,0,0,30.55631,0.009622104,0,0,0,0,0.00457391843963251,0.00457391843963251,0,-15.2796,-15.2796,0,0,-0.1270509,956.5338,2610.873
181.0523,S,181.0523,0.01321549,0,2.2,0,0,30.55631,0.009622104,0,0,0,0,0.00456635948482642,0.00456635948482642,0,-15.27914,-15.27914,0,0,-0.1270509,955.0059,2610.873
181.1523,S,181.1523,0.01321502,0,2.2,0,0,30.55631,0.009622102,0,0,0,0,0.00455862609563695,0.00455862609563695,0,-15.27868,-15.27868,0,0,-0.1270509,953.478,2610.873
181.2523,S,181.2523,0.01321456,0,2.2,0,0,30.55631,0.009622101,0,0,0,0,0.00454690358529319,0.00454690358529319,0,-15.27822,-15.27822,0,0,-0.1270509,951.9502,2610.873
181.3523,S,181.3523,0.01321411,0,2.2,0,0,30.55631,0.009622106,0,0,0,0,0.00451758733758112,0.00451758733758112,0,-15.27777,-15.27777,0,0,-0.1270509,950.4224,2610.873
181.4523,S,181.4523,0.01321365,0,2.2,0,0,30.55631,0.009622117,0,0,0,0,0.00455143433620009,0.00455143433620009,0,-15.27732,-15.27732,0,0,-0.1270509,948.8947,2610.873
181.5523,S,181.5523,0.01321319,0,2.2,0,0,30.55631,0.009622116,0,0,0,0,0.0045851094933127,0.0045851094933127,0,-15.27686,-15.27686,0,0,-0.1270509,947.367,2610.873
181.6523,S,181.6523,0.01321273,0,2.2,0,0,30.55631,0.009622114,0,0,0,0,0.00457269319412035,0.00457269319412035,0,-15.2764,-15.2764,0,0,-0.1270509,945.8394,2610.873
181.7523,S,181.7523,0.01321227,0,2.2,0,0,30.55631,0.009622119,0,0,0,0,0.0045426882579207,0.0045426882579207,0,-15.27595,-15.27595,0,0,-0.1270509,944.3118,2610.873
181.8523,S,181.8523,0.01321181,0,2.2,0,0,30.55631,0.009622118,0,0,0,0,0.00457584662400024,0.00457584662400024,0,-15.27549,-15.27549,0,0,-0.1270509,942.7842,2610.873
181.9523,S,181.9523,0.01321134,0,2.2,0,0,30.55631,0.009622116,0,0,0,0,0.0045667244780816,0.0045667244780816,0,-15.27503,-15.27503,0,0,-0.1270509,941.2567,2610.873
182.0524,S,182.0524,0.01321089,0,2.2,0,0,30.55631,0.009622127,0,0,0,0,0.00455361329456849,0.00455361329456849,0,-15.27458,-15.27458,0,0,-0.1270509,939.7292,2610.873
182.1524,S,182.1524,0.01321043,0,2.2,0,0,30.55631,0.009622126,0,0,0,0,0.00458625371115318,0.00458625371115318,0,-15.27412,-15.27412,0,0,-0.1270509,938.2018,2610.873
182.2524,S,182.2524,0.01320996,0,2.2,0,0,30.55631,0.009622122,0,0,0,0,0.00457660983636288,0.00457660983636288,0,-15.27366,-15.27366,0,0,-0.1270509,936.6745,2610.873
182.3524,S,182.3524,0.0132095,0,2.2,0,0,30.55631,0.009622121,0,0,0,0,0.00456679165264262,0.00456679165264262,0,-15.2732,-15.2732,0,0,-0.1270509,935.1472,2610.873
182.4524,S,182.4524,0.01320905,0,2.2,0,0,30.55631,0.009622126,0,0,0,0,0.00453557910071112,0.00453557910071112,0,-15.27275,-15.27275,0,0,-0.1270509,933.6199,2610.873
182.5524,S,182.5524,0.01320858,0,2.2,0,0,30.55631,0.009622124,0,0,0,0,0.00456371518546206,0.00456371518546206,0,-15.27229,-15.27229,0,0,-0.1270509,932.0927,2610.873
182.6524,S,182.6524,0.01320813,0,2.2,0,0,30.55631,0.009622134,0,0,0,0,0.00455337667607125,0.00455337667607125,0,-15.27184,-15.27184,0,0,-0.1270509,930.5655,2610.873
182.7524,S,182.7524,0.01320767,0,2.2,0,0,30.55631,0.009622133,0,0,0,0,0.004584982720921,0.004584982720921,0,-15.27138,-15.27138,0,0,-0.1270509,929.0383,2610.873
182.8524,S,182.8524,0.0132072,0,2.2,0,0,30.55631,0.009622131,0,0,0,0,0.00457429694753131,0.00457429694753131,0,-15.27092,-15.27092,0,0,-0.1270509,927.5112,2610.873
182.9524,S,182.9524,0.01320675,0,2.2,0,0,30.55631,0.009622134,0,0,0,0,0.00453840849591813,0.00453840849591813,0,-15.27047,-15.27047,0,0,-0.1270509,925.9842,2610.873
183.0524,S,183.0524,0.01320628,0,2.2,0,0,30.55631,0.009622132,0,0,0,0,0.00456949811831464,0.00456949811831464,0,-15.27001,-15.27001,0,0,-0.1270509,924.4572,2610.873
183.1524,S,183.1524,0.01320582,0,2.2,0,0,30.55631,0.009622131,0,0,0,0,0.00455829217494141,0.00455829217494141,0,-15.26955,-15.26955,0,0,-0.1270509,922.9302,2610.873
183.2524,S,183.2524,0.01320537,0,2.2,0,0,30.55631,0.009622134,0,0,0,0,0.00452570208808822,0.00452570208808822,0,-15.2691,-15.2691,0,0,-0.1270509,921.4033,2610.873
183.3524,S,183.3524,0.01320491,0,2.2,0,0,30.55631,0.009622145,0,0,0,0,0.0045524606828593,0.0045524606828593,0,-15.26865,-15.26865,0,0,-0.1270509,919.8765,2610.873
183.4524,S,183.4524,0.01320445,0,2.2,0,0,30.55631,0.009622143,0,0,0,0,0.00458286232614569,0.00458286232614569,0,-15.26819,-15.26819,0,0,-0.1270509,918.3497,2610.873
183.5524,S,183.5524,0.01320399,0,2.2,0,0,30.55631,0.00962214,0,0,0,0,0.00457096338130469,0.00457096338130469,0,-15.26773,-15.26773,0,0,-0.1270509,916.8229,2610.873
183.6525,S,183.6525,0.01320352,0,2.2,0,0,30.55631,0.009622137,0,0,0,0,0.00455889026326872,0.00455889026326872,0,-15.26727,-15.26727,0,0,-0.1270509,915.2961,2610.873
183.7525,S,183.7525,0.01320307,0,2.2,0,0,30.55631,0.009622147,0,0,0,0,0.00454664298251828,0.00454664298251828,0,-15.26682,-15.26682,0,0,-0.1270509,913.7695,2610.873
183.8525,S,183.8525,0.01320262,0,2.2,0,0,30.55631,0.00962215,0,0,0,0,0.00455133723159662,0.00455133723159662,0,-15.26637,-15.26637,0,0,-0.1270509,912.2429,2610.873
183.9525,S,183.9525,0.01320215,0,2.2,0,0,30.55631,0.009622148,0,0,0,0,0.00458087817494857,0.00458087817494857,0,-15.26591,-15.26591,0,0,-0.1270509,910.7162,2610.873
184.0525,S,184.0525,0.01320169,0,2.2,0,0,30.55631,0.009622145,0,0,0,0,0.00456811226256093,0.00456811226256093,0,-15.26545,-15.26545,0,0,-0.1270509,909.1897,2610.873
