Time (sec),Stage,Stage Time (sec),Mach Number,Angle of Attack (deg),CD,CL,Thrust (lb),Weight (lb),Drag (lb),Lift (lb),CG (in),CP (in),Stability Margin (cal),Accel (ft/sec^2),Accel-V (ft/sec^2),Accel-H (ft/sec^2),Velocity (ft/sec),Vel-V (ft/sec),Vel-H (ft/sec),Pitch Attitude (deg),Flight Path Angle (deg),Altitude (ft),Distance (ft)
0.010,S,0.010,0.010,0,0.4884345,0,11.53143,39,0,0,57.47619,66.93916,2.057166,-22.7347347783607,-22.7129775032943,0.994393472047415,0.227347372702146,-0.2271298,0.009943934,84,84,0,0.00004971967
0.02,S,0.02,0.010,0,0.4884345,0,15.61887,38.99985,0.000002288941,0,57.45238,66.93916,2.062342,-19.4061674058924,-19.3593716302004,1.34687173454362,0.421374436402345,-0.4207235,0.02341265,84,84,0,0.0002165026
0.03,S,0.03,0.010,0,0.4884345,0,19.7063,38.99939,0.00000786305,0,57.42857,66.93916,2.067518,-16.0955776163026,-16.0056170109864,1.69936544040567,0.582183587663381,-0.5807797,0.04040631,84,84,0,0.0005355974
0.04,S,0.04,0.010,0,0.4884345,0,23.79374,38.99863,0.00001500979,0,57.40477,66.93916,2.072693,-12.816943427974,-12.6516328303786,2.05188341802659,0.709915138885667,-0.707296,0.06092514,84,84,0,0.001042255
0.05,S,0.05,0.010,0,0.4884345,0,27.88118,38.99757,0.00002231863,0,57.38096,66.93916,2.077869,-9.60322163425408,-9.29734176490296,2.40443379264155,0.804767622156445,-0.8002694,0.08496948,84,84,0,0.001771728
0.05999999,S,0.05999999,0.010,0,0.4884345,0,97.36753,38.99621,0.00002868109,0,57.35715,66.93916,2.083045,48.4526057080951,47.7194204487881,8.39713712737352,0.364580002053678,-0.3230752,0.1689408,84,84,0,0.003041279
0.06999999,S,0.06999999,0.010,0,0.4884345,0,232.2529,38.99334,0.000005886273,0,57.33334,66.93916,2.088221,159.673117512281,158.411644493716,20.0313590374513,1.31399133299369,1.261041,0.3692544,84,84,0.004689829,0.005732255
0.07999999,S,0.07999999,0.010,0,0.4884345,0,365.0946,38.98167,0.00007646095,0,57.30953,66.93916,2.093396,269.35843498354,267.510440719604,31.4981047490998,3.99517405109754,3.936145,0.6842355,84,84,0.03067576,0.0109997
0.08999999,S,0.08999999,0.010,0,0.4884346,0,497.9362,38.96009,0.0007068475,0,57.28572,66.93916,2.098572,379.221983995102,376.778195313975,42.9826090544265,7.78406225909164,7.703927,1.114062,84,84,0.08887612,0.01999119
0.09999999,S,0.09999999,0.010,0,0.4884349,0,514.8701,38.92867,0.002683282,0,57.26192,66.93916,2.103748,393.547302331993,391.025577956891,44.4800692026002,11.718328851064,11.61418,1.558863,84,84,0.1854666,0.03335582
0.11,S,0.11,0.01010437,0,0.4867961,0,502.8269,38.89084,0.006060713,0,57.23811,66.93916,2.108924,383.995525766185,381.525771531536,43.4815991623472,15.5577111058978,15.42944,1.993679,84,84,0.3206847,0.05111853
0.12,S,0.12,0.01341497,0,0.4541188,0,490.7836,38.85369,0.009965612,0,57.2143,66.93916,2.114099,374.417666848008,372.000006411753,42.4804010993455,19.3015572539157,19.14944,2.418483,84,84,0.4935791,0.07317933
0.13,S,0.13,0.01664319,0,0.4678507,0,490.7837,38.81743,0.01580273,0,57.19049,66.93916,2.119275,374.792478993302,372.37278034224,42.5195810202171,23.0492606351431,22.87317,2.843679,84,84,0.7036922,0.09949014
0.14,S,0.14,0.01987474,0,0.4753028,0,490.7839,38.78162,0.02289398,0,57.16668,66.93916,2.124451,375.162367424068,372.740657252492,42.5582467003994,26.8007261666485,26.60058,3.269261,84,84,0.951061,0.1300548
0.15,S,0.15,0.02310954,0,0.4791159,0,490.7841,38.74581,0.03120085,0,57.14287,66.93916,2.129627,375.53191848082,373.108198632009,42.5968767806096,30.555921245505,30.33166,3.69523,84,84,1.235722,0.1648773
0.16,S,0.16,0.02634757,0,0.4807827,0,490.7843,38.71,0.04069748,0,57.11906,66.93916,2.134802,375.901189851281,373.475461817258,42.6354776212816,34.3148328323527,34.06641,4.121585,84,84,1.557713,0.2039614
0.17,S,0.17,0.02958882,0,0.4811433,0,490.7845,38.67418,0.05136425,0,57.09526,66.93916,2.139978,376.270171705588,373.842437031984,42.6740481948893,38.0774531825846,37.80483,4.548326,84,84,1.917069,0.2473109
0.18,S,0.18,0.03283327,0,0.4806888,0,490.7847,38.63837,0.06318539,0,57.07145,66.93916,2.145154,376.638939151087,374.209198937358,42.7125966843147,41.843777118658,41.54692,4.975452,84,84,2.313828,0.2949298
0.19,S,0.19,0.03608092,0,0.4797177,0,490.785,38.60256,0.07614787,0,57.04764,66.93916,2.15033,377.007453088567,374.575708722634,42.751118339341,45.6138013380445,45.29268,5.402963,84,84,2.748025,0.3468219
0.2,S,0.2,0.03933178,0,0.4784177,0,490.7853,38.56675,0.09024083,0,57.02383,66.93916,2.155505,377.375708376338,374.9419612364,42.7896129538986,49.3875135154295,49.0421,5.830859,84,84,3.219699,0.402991
0.21,S,0.21,0.04258583,0,0.47691,0,490.7857,38.53093,0.1054547,0,57.00002,66.93916,2.160681,377.743737730951,375.307989017416,42.8280839479489,53.1649119716696,52.79518,6.25914,84,84,3.728886,0.463441
0.22,S,0.22,0.04584308,0,0.4752748,0,490.786,38.49512,0.1217817,0,56.97622,66.93916,2.165857,378.111547101814,375.673797982867,42.8665319434125,56.9459954145646,56.55192,6.687805,84,84,4.275621,0.5281757
0.23,S,0.23,0.04910352,0,0.473566,0,490.7864,38.45931,0.1392147,0,56.9524,66.93916,2.171033,378.479154006254,376.039405516916,42.9049591046781,60.7307629700978,60.31232,7.116855,84,84,4.859942,0.597199
0.24,S,0.24,0.05236716,0,0.4718201,0,490.7868,38.4235,0.1577475,0,56.9286,66.93916,2.176208,378.846538652751,376.404792011829,42.9433626967241,64.519203881886,64.07637,7.546289,84,84,5.481885,0.6705148
0.25,S,0.25,0.05563398,0,0.4700624,0,490.7873,38.38768,0.1773748,0,56.90479,66.93916,2.181384,379.213717046665,376.769973348054,42.9817447255785,68.311317537796,67.84407,7.976106,84,84,6.141488,0.7481267
0.26,S,0.26,0.05890399,0,0.4683103,0,490.7878,38.35187,0.1980918,0,56.88098,66.93916,2.18656,379.580667002556,377.134927460948,43.0201028721535,72.1071035534027,71.61542,8.406307,84,84,6.838785,0.8300388
0.27,S,0.27,0.06217719,0,0.4665757,0,490.7883,38.31606,0.2198945,0,56.85717,66.93916,2.191736,379.947480622758,377.499745913867,43.0584470986461,75.90655164378,75.39041,8.836892,84,84,7.573814,0.9162548
0.28,S,0.28,0.06545357,0,0.4648668,0,490.7888,38.28025,0.242779,0,56.83336,66.93916,2.196911,380.31403332985,377.864304883377,43.0967637140034,79.7096712880743,79.16905,9.267859,84,84,8.346612,1.006778
0.29,S,0.29,0.06873313,0,0.4642164,0,490.7893,38.24443,0.2673337,0,56.80956,66.93916,2.202087,380.679893172067,378.228174729243,43.1350078994001,83.5164523200754,82.95133,9.699209,84,84,9.157214,1.101614
0.3,S,0.3,0.07201588,0,0.4640484,0,490.7899,38.20862,0.293363,0,56.78575,66.93916,2.207263,381.045222936624,378.591517353456,43.1731966714213,87.3268845027811,86.73724,10.13094,84,84,10.00566,1.200765
0.31,S,0.31,0.07530181,0,0.4638211,0,490.7905,38.17281,0.3205754,0,56.76194,66.93916,2.212439,381.410266685216,378.954575490348,43.2113555424734,91.1409772753856,90.52679,10.56305,84,84,10.89198,1.304235
0.32,S,0.32,0.07859092,0,0.4635457,0,490.7912,38.137,0.3489709,0,56.73813,66.93916,2.217614,381.775062221657,379.317386699921,43.2494888003616,94.9587119627619,94.31996,10.99555,84,84,11.81621,1.412027
0.33,S,0.33,0.0818832,0,0.4632315,0,490.7918,38.10118,0.3785487,0,56.71432,66.93916,2.22279,382.139506721376,379.679848793663,43.2875850247793,98.7800971658841,98.11676,11.42843,84,84,12.77839,1.524147
0.3399999,S,0.3399999,0.08517866,0,0.4628859,0,490.7925,38.06537,0.4093089,0,56.69051,66.93916,2.227966,382.503689212098,380.042050276888,43.3256538577808,102.605142830354,101.9172,11.86169,84,84,13.77856,1.640598
0.3499999,S,0.3499999,0.0884773,0,0.4625151,0,490.7932,38.02956,0.4412514,0,56.66671,66.93916,2.233141,382.867557378616,380.403939119104,43.3636898307403,106.433769408114,105.7212,12.29533,84,84,14.81676,1.761383
0.3599999,S,0.3599999,0.09177907,0,0.462124,0,490.7939,37.99375,0.4743755,0,56.64289,66.93916,2.238317,383.231175479386,380.765579190907,43.4016999981001,110.266115778713,109.5289,12.72935,84,84,15.89301,1.886506
0.3699999,S,0.3699999,0.09508407,0,0.4617171,0,490.7947,37.95794,0.508683,0,56.61909,66.93916,2.243493,383.636136472214,380.616129004819,48.0421434650304,114.102296875818,113.335061204974,13.209771423912,83.35188,83.35188,17.02636,2.016202
0.3799999,S,0.3799999,0.09839242,0,0.4612976,0,490.7955,37.92212,0.544175,0,56.59528,66.93916,2.248669,383.999900334259,380.960449150811,48.2188722341504,117.942114865724,117.144665611331,13.6919601354757,83.33347,83.33347,18.1978,2.150711
0.3899999,S,0.3899999,0.1017039,0,0.4608686,0,490.7964,37.88631,0.5808503,0,56.57147,66.93916,2.253844,384.363368190812,381.304912347953,48.3917619673557,121.785566624952,120.957714649582,14.1758777443329,83.31561,83.31561,19.40738,2.29005
0.3999999,S,0.3999999,0.1050186,0,0.4604325,0,490.7972,37.8505,0.6187097,0,56.54766,66.93916,2.25902,384.726534648225,381.649486807101,48.5610510832306,125.632649361029,124.774209432348,14.661488244311,83.29824,83.29824,20.65512,2.434237
0.4099999,S,0.4099999,0.1083365,0,0.4599914,0,490.3485,37.81469,0.6577542,0,56.52385,66.93916,2.264196,384.70680897202,381.614161120175,48.6822442167506,129.47953380924,128.590350958252,15.1483106755972,83.28136,83.28136,21.94103,2.583286
0.4199999,S,0.4199999,0.1116543,0,0.4595474,0,489.8998,37.77889,0.6979433,0,56.50005,66.93916,2.269372,384.685910717176,381.578064546492,48.7999032914617,133.326208385013,132.406131518428,15.6363096976042,83.26493,83.26493,23.26509,2.737209
0.4299999,S,0.4299999,0.1149718,0,0.4591021,0,489.4511,37.74313,0.7392753,0,56.47624,66.93916,2.274547,384.663570925685,381.540907010109,48.9142011608377,137.172658721134,136.221540503248,16.1254516982794,83.24893,83.24893,24.6273,2.896017
0.4399998,S,0.4399998,0.1182893,0,0.4586565,0,489.0025,37.7074,0.7817469,0,56.45243,66.93916,2.279723,384.639935061646,381.502815667603,49.0253126651739,141.018871811887,140.036568574652,16.6157048139731,83.23334,83.23334,26.02767,3.059723
0.4499998,S,0.4499998,0.1216066,0,0.4582118,0,488.5539,37.6717,0.8253561,0,56.42862,66.93916,2.284899,384.614845712723,381.463615678679,49.1333843325587,144.864833014522,143.851204646175,17.1070386463165,83.21814,83.21814,27.46618,3.228337
0.4599998,S,0.4599998,0.1249237,0,0.4577688,0,488.1053,37.63604,0.8700996,0,56.40481,66.93916,2.290075,384.588424075278,381.423410358058,49.2385820625902,148.710529263599,147.665438664501,17.5994244559367,83.20329,83.20329,28.94283,3.401869
0.4699998,S,0.4699998,0.1282406,0,0.4573283,0,487.6567,37.60041,0.9159757,0,56.381,66.93916,2.29525,384.560523773914,381.382040760016,49.3410116535155,152.555945680468,151.479258986856,18.0928345614433,83.1888,83.1888,30.45763,3.58033
0.4799998,S,0.4799998,0.1315574,0,0.4568909,0,487.2082,37.56481,0.9629822,0,56.3572,66.93916,2.300426,384.531361633675,381.339709540351,49.4408131762527,156.401069614237,155.292655997023,18.5872426821549,83.17464,83.17464,32.01056,3.763731
0.4899998,S,0.4899998,0.1348739,0,0.456457,0,486.7597,37.52925,1.011117,0,56.33339,66.93916,2.305602,384.500658054446,381.296122649474,49.5380954092812,160.245885938766,159.105617138291,19.0826236251751,83.1608,83.1608,33.60161,3.95208
0.4999998,S,0.4999998,0.1381902,0,0.4560272,0,486.3112,37.49372,1.060377,0,56.30958,66.93916,2.310778,384.468667511978,381.251522479613,49.6329820322415,164.090381245324,162.918132277871,19.5789534344037,83.14725,83.14725,35.23079,4.145388
0.5099998,S,0.5099998,0.1415063,0,0.4556017,0,485.8627,37.45822,1.110761,0,56.28577,66.93916,2.315953,384.435217355556,381.205726243187,49.7255530147006,167.934541438009,166.730189455097,20.0762089534362,83.134,83.134,36.89809,4.343664
0.5199998,S,0.5199998,0.1448222,0,0.4551808,0,485.4143,37.42276,1.162266,0,56.26196,66.93916,2.321129,384.400410678759,381.158825333986,49.8159171351375,171.778352867509,170.541777623241,20.5743681136528,83.12101,83.12101,38.60351,4.546916
0.5299998,S,0.5299998,0.1481378,0,0.4547649,0,484.9659,37.38733,1.214891,0,56.23815,66.93916,2.326305,384.36416824487,381.110732331864,49.9041434356006,175.621801237638,174.352884861375,21.0734095368544,83.10829,83.10829,40.34704,4.755156
0.5399998,S,0.5399998,0.1514532,0,0.454354,0,484.5175,37.35193,1.268633,0,56.21434,66.93916,2.331481,384.326628460699,381.061574393397,49.9903377143369,179.464873278876,178.163500520135,21.5733129028241,83.09583,83.09583,42.12868,4.968389
0.5499998,S,0.5499998,0.1547682,0,0.4539485,0,484.0692,37.31657,1.323492,0,56.19054,66.93916,2.336656,384.287599859861,381.011152836433,50.074552622117,183.307554429949,181.973611963337,22.0740584178527,83.08361,83.08361,43.94841,5.186626
0.5599998,S,0.5599998,0.1580831,0,0.4535483,0,483.6208,37.28124,1.379462,0,56.16673,66.93916,2.341832,384.247213168788,380.959590843907,50.1568636581594,187.149830888608,185.783207786625,22.5756270432234,83.07162,83.07162,45.80625,5.409874
0.5699998,S,0.5699998,0.1613975,0,0.4531535,0,483.1725,37.24594,1.436545,0,56.14292,66.93916,2.347008,384.205362885371,380.906773180169,50.2373468183878,190.991688392868,189.592275433287,23.0780005001784,83.05984,83.05984,47.70217,5.638143
0.5799997,S,0.5799997,0.1647118,0,0.4527644,0,482.7243,37.21068,1.494738,0,56.11911,66.93916,2.352184,384.162174670193,380.852819054513,50.316067667913,194.833113168834,193.400803538705,23.581161165611,83.04829,83.04829,49.63618,5.871439
0.5899997,S,0.5899997,0.1680257,0,0.4523808,0,482.2761,37.17545,1.554038,0,56.0953,66.93916,2.357359,384.117595154884,380.797668862291,50.3930778640948,198.674091537018,197.208780142213,24.0850919329882,83.03695,83.03695,51.60827,6.10977
0.5999997,S,0.5999997,0.1713392,0,0.4520029,0,481.8278,37.14026,1.614445,0,56.0715,66.93916,2.362535,384.071507753292,380.741199420568,50.4684270774718,202.514608360402,201.016192051316,24.5897761924823,83.02581,83.02581,53.61843,6.353144
0.6099997,S,0.6099997,0.1746525,0,0.4516307,0,481.3796,37.10509,1.675955,0,56.04769,66.93916,2.367711,384.024122225607,380.683613385142,50.5421898138516,206.35465050869,204.823028100078,25.0951980793238,83.01485,83.01485,55.66666,6.601569
0.6199997,S,0.6199997,0.1779654,0,0.4512641,0,480.9315,37.06997,1.738569,0,56.02388,66.93916,2.372887,383.975251227739,380.624720021145,50.6143859414495,210.194203417932,208.629275215213,25.6013419274251,83.00409,83.00409,57.75295,6.855052
0.6299997,S,0.6299997,0.1812779,0,0.4509032,0,480.4834,37.03487,1.802283,0,56.00007,66.93916,2.378062,383.925002480239,380.564618669653,50.6850919528947,214.033253275233,212.434921316847,26.108192835625,82.9935,82.9935,59.8773,7.1136
0.6399997,S,0.6399997,0.1845901,0,0.450544,0,480.0353,36.99981,1.86708,0,55.97626,66.93916,2.383238,383.873384115933,380.50331330431,50.7543455977964,217.871786303182,216.239954364841,26.6157362802585,82.98309,82.98309,62.0397,7.377219
0.6499997,S,0.6499997,0.1879019,0,0.4501944,0,479.5872,36.96478,1.93299,0,55.95245,66.93916,2.388414,383.82031240569,380.440716504967,50.8221746916562,221.709788085999,220.044361444856,27.1239580158154,82.97284,82.97284,64.24014,7.645918
0.6599997,S,0.6599997,0.1912133,0,0.4498504,0,479.1392,36.92978,1.999996,0,55.92864,66.93916,2.393589,383.765817236131,380.376852113484,50.8886318852447,225.547244208065,223.84812988097,27.6328443232934,82.96275,82.96275,66.47862,7.919702
0.6699997,S,0.6699997,0.1945243,0,0.449512,0,478.6911,36.89481,2.068098,0,55.90483,66.93916,2.398765,383.709926696362,380.31174397172,50.9537559215819,229.384140720133,227.651247235681,28.1423818711202,82.95282,82.95282,68.75513,8.198578
0.6799996,S,0.6799996,0.1978349,0,0.4491792,0,478.2431,36.85988,2.13729,0,55.88103,66.93916,2.403941,383.65253997943,380.245288764953,51.0175636886509,233.22046287891,231.453700038339,28.6525574966034,82.94304,82.94304,71.06967,8.482553
0.6899996,S,0.6899996,0.2011451,0,0.4488519,0,477.7951,36.82499,2.207573,0,55.85722,66.93916,2.409117,383.593795018005,380.177617623405,51.0801197581517,237.056197006003,235.255476129597,29.1633586827676,82.9334,82.9334,73.42223,8.771632
0.6999996,S,0.6999996,0.2044549,0,0.44853,0,477.3472,36.79012,2.278947,0,55.83341,66.93916,2.414293,383.533598292889,380.108635179643,51.1414360510134,240.891328473308,239.056562396433,29.6747730318467,82.9239,82.9239,75.81279,9.065823
0.7099996,S,0.7099996,0.2077641,0,0.4482135,0,476.8993,36.75529,2.351408,0,55.8096,66.93916,2.419468,383.471959405547,380.03834540731,51.2015592575422,244.725843159402,242.856945765561,30.1867886129777,82.91456,82.91456,78.24136,9.36513
0.7199996,S,0.7199996,0.211073,0,0.4479024,0,476.4514,36.7205,2.424955,0,55.78579,66.93916,2.424644,383.408939278387,379.966807911052,51.2605072591319,248.559727062271,246.656613759742,30.6993936741114,82.90533,82.90533,80.70792,9.669561
0.7299996,S,0.7299996,0.2143814,0,0.4475965,0,476.0035,36.68573,2.499588,0,55.76199,66.93916,2.42982,383.34447049445,379.893951165293,51.3183098581056,252.392965466629,250.455553186482,31.2125767612219,82.89624,82.89624,83.21248,9.979121
0.7399996,S,0.7399996,0.2176893,0,0.447296,0,475.5557,36.651,2.575303,0,55.73818,66.93916,2.434995,383.278496819012,379.819715565387,51.3749918897324,256.22554377075,254.25375025724,31.726326668636,82.88728,82.88728,85.75501,10.29382
0.7499996,S,0.7499996,0.2209967,0,0.4470007,0,475.1079,36.61631,2.652101,0,55.71437,66.93916,2.440171,383.211152255859,379.744232241556,51.4305871299786,260.057447964731,258.051192494776,32.2406325284402,82.87843,82.87843,88.33553,10.61365
0.7599996,S,0.7599996,0.2243036,0,0.4467105,0,474.6601,36.58165,2.729977,0,55.69056,66.93916,2.445347,383.142358328955,379.667417747296,51.4851303482209,263.888664153991,261.847866587387,32.7554838204146,82.86971,82.86971,90.954,10.93863
0.7699996,S,0.7699996,0.22761,0,0.4464254,0,474.2124,36.54702,2.808935,0,55.66675,66.93916,2.450523,383.072134029131,379.589291950821,51.5386195576379,267.719176982761,265.64375942205,33.2708700044712,82.8611,82.8611,93.61044,11.26876
0.7799996,S,0.7799996,0.2309159,0,0.4461453,0,473.7646,36.51242,2.888966,0,55.64294,66.93916,2.455698,383.00040853521,379.509779352913,51.591087540785,271.548972237579,269.438857130752,33.7867808683475,82.8526,82.8526,96.30483,11.60405
0.7899995,S,0.7899995,0.2342212,0,0.4458703,0,473.3169,36.47786,2.970078,0,55.61913,66.93916,2.460874,382.92723665239,379.428931610933,51.642564099985,275.378035269082,273.233146362052,34.3032064978043,82.84421,82.84421,99.03716,11.9445
0.7999995,S,0.7999995,0.237526,0,0.4456001,0,472.8693,36.44333,3.052261,0,55.59533,66.93916,2.46605,382.852626944843,379.346756672166,51.6930571825244,279.206351504095,277.026613843983,34.8201370580752,82.83593,82.83593,101.8074,12.29012
0.8099995,S,0.8099995,0.2408303,0,0.4453348,0,472.4216,36.40883,3.13552,0,55.57152,66.93916,2.471226,382.776603288961,379.263274404827,51.7426005643691,283.033907040152,280.819246503259,35.3375630521535,82.82775,82.82775,104.6156,12.64091
0.8199995,S,0.8199995,0.2441339,0,0.4450744,0,471.974,36.37437,3.219847,0,55.54771,66.93916,2.476401,382.699135848702,379.178453019773,51.7912091466806,286.860687658796,284.611030948704,35.8554751320441,82.81967,82.81967,107.4617,12.99687
0.8299995,S,0.8299995,0.247437,0,0.4448187,0,471.5264,36.33994,3.305248,0,55.5239,66.93916,2.481577,382.620183935389,379.092248806929,51.838904784496,290.686677752585,288.40195335204,36.3738641683022,82.81168,82.81168,110.3457,13.35802
0.8399995,S,0.8399995,0.2507396,0,0.4445784,0,471.0788,36.30554,3.391798,0,55.50009,66.93916,2.486753,382.539670670095,379.004586267077,51.8856745634751,294.511862393742,292.191999129997,36.8927209023396,82.8038,82.8038,113.2677,13.72435
0.8499995,S,0.8499995,0.2540415,0,0.4443796,0,470.6313,36.27118,3.479708,0,55.47628,66.93916,2.491929,382.457496879122,378.915362085497,51.931544312298,298.336225152556,295.981152666158,37.412036333855,82.79601,82.79601,116.2275,14.09587
0.8599995,S,0.8599995,0.2573428,0,0.4441855,0,470.1838,36.23685,3.568704,0,55.45248,66.93916,2.497104,382.373732021875,378.824643814121,51.9765348925909,302.159749311065,299.769399019625,37.9318016711632,82.78831,82.78831,119.2252,14.47259
0.8699995,S,0.8699995,0.2606434,0,0.4439959,0,469.7363,36.20255,3.658786,0,55.42867,66.93916,2.50228,382.288523625827,378.732578477743,52.0206621989259,305.982421043262,303.556724719749,38.4520082815249,82.7807,82.7807,122.2607,14.85451
0.8799995,S,0.8799995,0.2639434,0,0.4438108,0,469.2888,36.16829,3.749949,0,55.40486,66.93916,2.507456,382.201868939682,378.639158129077,52.0639659677339,309.804225965556,307.343116216407,38.972647929565,82.77318,82.77318,125.3342,15.24164
0.8899994,S,0.8899994,0.2672428,0,0.4436301,0,468.8414,36.13406,3.842197,0,55.38105,66.93916,2.512632,382.113739189398,378.544354952621,52.1064392451394,313.625148937118,311.128559681322,39.4937123103697,82.76574,82.76574,128.4454,15.63397
0.8999994,S,0.8999994,0.2705415,0,0.4434538,0,468.394,36.09986,3.935526,0,55.35724,66.93916,2.517807,382.024066098266,378.448097422801,52.1481028927687,317.445174585533,314.91304057096,40.0151933276414,82.75838,82.75838,131.5946,16.03151
0.9099994,S,0.9099994,0.2738395,0,0.443282,0,468.5086,36.0657,4.029933,0,55.33344,66.93916,2.522983,382.434090547865,378.847651207519,52.2521845258019,321.269300351597,318.701516998356,40.5377151612201,82.7511,82.7511,134.7816,16.43428
0.9199994,S,0.9199994,0.2771412,0,0.4431142,0,468.6233,36.03154,4.125551,0,55.30962,66.93916,2.528159,382.843866723681,379.247018231012,52.3557585259324,325.097523435599,322.493987095898,41.061272734777,82.7439,82.7439,138.0065,16.84227
0.9299994,S,0.9299994,0.2804466,0,0.4429505,0,468.738,35.99738,4.222378,0,55.28582,66.93916,2.533334,383.253389273708,379.646190545995,52.4588447613756,328.929841921314,326.2904489165,41.5858611706653,82.73679,82.73679,141.2694,17.25551
0.9399994,S,0.9399994,0.2837555,0,0.4427909,0,468.8527,35.96321,4.320418,0,55.26201,66.93916,2.53851,383.662707148661,380.045215836184,52.5614571398822,332.766253401514,330.090900989915,42.1114757303157,82.72974,82.72974,144.5703,17.674
0.9499994,S,0.9499994,0.2870681,0,0.4426352,0,468.9674,35.92904,4.419679,0,55.2382,66.93916,2.543686,384.071875679072,380.444149732583,52.6635986416846,336.6067560185,333.895342402205,42.6381117049613,82.72277,82.72277,147.9093,18.09774
0.9599994,S,0.9599994,0.2903843,0,0.4424836,0,469.0822,35.89486,4.520158,0,55.21439,66.93916,2.548862,384.480695579678,380.842789579394,52.765281187712,340.451346869378,337.703770212874,43.1657645050445,82.71587,82.71587,151.2863,18.52676
0.9699994,S,0.9699994,0.2937042,0,0.4423359,0,469.197,35.86066,4.621869,0,55.19058,66.93916,2.554038,384.889402318076,381.241369821559,52.8665296132335,344.300024894061,341.516183825876,43.6944297893602,82.70905,82.70905,154.7015,18.96107
0.9799994,S,0.9799994,0.2970276,0,0.4421922,0,469.3119,35.82646,4.724806,0,55.16677,66.93916,2.559213,385.297930977155,381.639826880789,52.9673310039092,348.152787432134,345.332582009381,44.2241030875602,82.70229,82.70229,158.1548,19.40066
0.9899994,S,0.9899994,0.3003547,0,0.4420524,0,469.4267,35.79225,4.828979,0,55.14297,66.93916,2.564389,385.706237987289,382.038113073366,53.0677131752407,352.009633286138,349.152963054722,44.754780207451,82.6956,82.6956,161.6464,19.84555
0.9999993,S,0.9999993,0.3036855,0,0.4419165,0,469.5416,35.75803,4.934388,0,55.11916,66.93916,2.569565,386.114266590144,382.436172768289,53.1676651997094,355.870559253509,352.977324696924,45.2864568475642,82.68897,82.68897,165.1761,20.29576
1.009999,S,1.009999,0.3070199,0,0.4417844,0,469.6565,35.72381,5.041039,0,55.09535,66.93916,2.574741,386.52216348802,382.83415299035,53.2671960180123,359.735564073553,356.805666141257,45.8191287958382,82.68243,82.68243,168.7442,20.75129
1.019999,S,1.019999,0.3103579,0,0.4416562,0,469.7715,35.68958,5.148939,0,55.07154,66.93916,2.579916,386.929714668743,383.23183518918,53.3663245049539,363.604643830989,360.63798440749,46.3527920289594,82.67593,82.67593,172.3506,21.21215
1.029999,S,1.029999,0.3136995,0,0.4415319,0,469.8864,35.65533,5.258086,0,55.04773,66.93916,2.585092,387.337069961148,383.629370363216,53.4650536407666,367.477797566148,364.474278025374,46.8874425534167,82.6695,82.6695,175.9953,21.67835
1.039999,S,1.039999,0.3170448,0,0.4414114,0,470.0014,35.62108,5.368493,0,55.02393,66.93916,2.590268,387.744263179883,384.026790301604,53.5634013068443,371.355022688837,368.314545842553,47.4230765545128,82.66314,82.66314,179.6785,22.1499
1.049999,S,1.049999,0.3203937,0,0.4412946,0,470.1164,35.58682,5.480156,0,55.00011,66.93916,2.595443,388.15116143595,384.423963874121,53.6613466415607,375.236316767005,372.158785395369,47.9596900089342,82.65682,82.65682,183.4001,22.62681
1.059999,S,1.059999,0.3237463,0,0.4411817,0,470.2315,35.55255,5.593081,0,54.97631,66.93916,2.600619,388.557851088657,384.820974527272,53.7589174604174,379.121677709322,376.006995054628,48.4972791715223,82.65058,82.65058,187.1601,23.1091
1.069999,S,1.069999,0.3271025,0,0.4410725,0,470.3465,35.51827,5.707279,0,54.9525,66.93916,2.605795,388.964269733461,385.217758682767,53.8561187304682,383.011102304876,379.859172555353,49.0358403467892,82.64439,82.64439,190.9587,23.59676
1.079999,S,1.079999,0.3304623,0,0.4409671,0,470.4616,35.48399,5.82275,0,54.92869,66.93916,2.610971,389.370469097094,385.614367997967,53.952955418767,386.904589319201,383.715316149141,49.5753698889174,82.63826,82.63826,194.7959,24.08982
1.089999,S,1.089999,0.3338257,0,0.4408654,0,470.5768,35.44969,5.939491,0,54.90488,66.93916,2.616147,389.776409293872,386.010762736442,54.0494245450815,390.802135169554,387.575423690225,50.1158641222872,82.63219,82.63219,198.6716,24.58828
1.099999,S,1.099999,0.3371927,0,0.4407674,0,470.6919,35.41539,6.057518,0,54.88107,66.93916,2.621322,390.182082335692,386.406934950904,54.1455261094116,394.703737659292,391.439492953365,50.6573193712788,82.62617,82.62617,202.586,25.09214
1.109999,S,1.109999,0.3405634,0,0.4406732,0,471.7063,35.38108,6.17683,0,54.85727,66.93916,2.626498,391.404987489714,387.613658826855,54.3462576695192,398.617569919167,395.315629454995,51.2007819358267,82.62021,82.62021,206.5392,25.60143
1.119999,S,1.119999,0.3439448,0,0.4405825,0,472.7207,35.34673,6.297689,0,54.83346,66.93916,2.631674,392.629397378256,388.821892687174,54.5470389001651,402.543646444892,399.203848294958,51.7462523126361,82.6143,82.6143,210.5312,26.11617
1.129999,S,1.129999,0.3473368,0,0.4404953,0,473.7352,35.3123,6.420106,0,54.80965,66.93916,2.636849,393.855657674563,390.031978265166,54.7479224521202,406.481985609776,403.104167990431,52.2937315249202,82.60844,82.60844,214.5622,26.63637
